year,uptake,kappa,r0,N_isolates,best_state,f,induced_dR_pp,MDE_pp,RR_needed,detectable
2022,0.35,0.5,0.13,1000,"Washington, D.C.",0.001104657157812091,0.006031428081654016,4.213569267300611,294.41294769794325,False
2022,0.35,0.5,0.13,10000,"Washington, D.C.",0.001104657157812091,0.006031428081654016,1.3324475963556766,93.7853209709359,False
2022,0.35,0.5,0.13,100000,"Washington, D.C.",0.001104657157812091,0.006031428081654016,0.4213569267300611,30.34129476979433,False
2022,0.35,1.0,0.05,1000,"Washington, D.C.",0.002209314315624182,0.004639560062810783,2.730647496904958,248.1941160742886,False
2022,0.35,1.0,0.05,10000,"Washington, D.C.",0.002209314315624182,0.004639560062810783,0.8635065577257253,79.16964309867922,False
2022,0.35,1.0,0.05,100000,"Washington, D.C.",0.002209314315624182,0.004639560062810783,0.27306474969049577,25.719411607428857,False
2022,0.35,1.0,0.1,1000,"Washington, D.C.",0.002209314315624182,0.009279120125621565,3.7587209966655815,171.13065864300327,False
2022,0.35,1.0,0.1,10000,"Washington, D.C.",0.002209314315624182,0.009279120125621565,1.188611943856139,54.80003811365015,False
2022,0.35,1.0,0.1,100000,"Washington, D.C.",0.002209314315624182,0.009279120125621565,0.37587209966655816,18.013065864300327,False
2022,0.35,1.0,0.13,1000,"Washington, D.C.",0.002209314315624182,0.012062856163308032,4.213569267300611,147.70647384897163,False
2022,0.35,1.0,0.13,10000,"Washington, D.C.",0.002209314315624182,0.012062856163308032,1.3324475963556766,47.39266048546795,False
2022,0.35,1.0,0.13,100000,"Washington, D.C.",0.002209314315624182,0.012062856163308032,0.4213569267300611,15.670647384897165,False
2022,0.35,3.0,0.05,1000,"Washington, D.C.",0.006627942946872547,0.013918680188432347,2.730647496904958,83.39803869142953,False
2022,0.35,3.0,0.05,10000,"Washington, D.C.",0.006627942946872547,0.013918680188432347,0.8635065577257253,27.05654769955974,False
2022,0.35,3.0,0.05,100000,"Washington, D.C.",0.006627942946872547,0.013918680188432347,0.27306474969049577,9.239803869142953,False
2022,0.35,3.0,0.1,1000,"Washington, D.C.",0.006627942946872547,0.027837360376864694,3.7587209966655815,57.710219547667755,False
2022,0.35,3.0,0.1,10000,"Washington, D.C.",0.006627942946872547,0.027837360376864694,1.188611943856139,18.933346037883382,False
2022,0.35,3.0,0.1,100000,"Washington, D.C.",0.006627942946872547,0.027837360376864694,0.37587209966655816,6.6710219547667755,False
2022,0.35,3.0,0.13,1000,"Washington, D.C.",0.006627942946872547,0.036188568489924106,4.213569267300611,49.9021579496572,False
2022,0.35,3.0,0.13,10000,"Washington, D.C.",0.006627942946872547,0.036188568489924106,1.3324475963556766,16.46422016182265,False
2022,0.35,3.0,0.13,100000,"Washington, D.C.",0.006627942946872547,0.036188568489924106,0.4213569267300611,5.89021579496572,False
2022,0.35,5.0,0.05,1000,"Washington, D.C.",0.01104657157812091,0.02319780031405391,2.730647496904958,50.43882321485773,False
2022,0.35,5.0,0.05,10000,"Washington, D.C.",0.01104657157812091,0.02319780031405391,0.8635065577257253,16.633928619735844,False
2022,0.35,5.0,0.05,100000,"Washington, D.C.",0.01104657157812091,0.02319780031405391,0.27306474969049577,5.943882321485772,False
2022,0.35,5.0,0.1,1000,"Washington, D.C.",0.01104657157812091,0.04639560062810782,3.7587209966655815,35.02613172860065,False
2022,0.35,5.0,0.1,10000,"Washington, D.C.",0.01104657157812091,0.04639560062810782,1.188611943856139,11.760007622730031,False
2022,0.35,5.0,0.1,100000,"Washington, D.C.",0.01104657157812091,0.04639560062810782,0.37587209966655816,4.4026131728600655,False
2022,0.35,5.0,0.13,1000,"Washington, D.C.",0.01104657157812091,0.06031428081654017,4.213569267300611,30.341294769794327,False
2022,0.35,5.0,0.13,10000,"Washington, D.C.",0.01104657157812091,0.06031428081654017,1.3324475963556766,10.27853209709359,False
2022,0.35,5.0,0.13,100000,"Washington, D.C.",0.01104657157812091,0.06031428081654017,0.4213569267300611,3.934129476979433,False
2022,0.55,0.2,0.05,1000,"Washington, D.C.",0.0006943559277676003,0.0014581474483119604,2.730647496904958,787.5267329636455,False
2022,0.55,0.2,0.05,10000,"Washington, D.C.",0.0006943559277676003,0.0014581474483119604,0.8635065577257253,249.72159167761566,False
2022,0.55,0.2,0.05,100000,"Washington, D.C.",0.0006943559277676003,0.0014581474483119604,0.27306474969049577,79.65267329636454,False
2022,0.55,0.2,0.1,1000,"Washington, D.C.",0.0006943559277676003,0.0029162948966239208,3.7587209966655815,542.3248229550103,False
2022,0.55,0.2,0.1,10000,"Washington, D.C.",0.0006943559277676003,0.0029162948966239208,1.188611943856139,172.18193945252318,False
2022,0.55,0.2,0.1,100000,"Washington, D.C.",0.0006943559277676003,0.0029162948966239208,0.37587209966655816,55.13248229550103,False
2022,0.55,0.2,0.13,1000,"Washington, D.C.",0.0006943559277676003,0.003791183365611097,4.213569267300611,467.79332588309137,False
2022,0.55,0.2,0.13,10000,"Washington, D.C.",0.0006943559277676003,0.003791183365611097,1.3324475963556766,148.6130106355798,False
2022,0.55,0.2,0.13,100000,"Washington, D.C.",0.0006943559277676003,0.003791183365611097,0.4213569267300611,47.679332588309144,False
2022,0.55,0.5,0.05,1000,"Washington, D.C.",0.0017358898194190005,0.003645368620779901,2.730647496904958,315.61069318545816,False
2022,0.55,0.5,0.05,10000,"Washington, D.C.",0.0017358898194190005,0.003645368620779901,0.8635065577257253,100.48863667104627,False
2022,0.55,0.5,0.05,100000,"Washington, D.C.",0.0017358898194190005,0.003645368620779901,0.27306474969049577,32.46106931854581,False
2022,0.55,0.5,0.1,1000,"Washington, D.C.",0.0017358898194190005,0.007290737241559802,3.7587209966655815,217.5299291820041,False
2022,0.55,0.5,0.1,10000,"Washington, D.C.",0.0017358898194190005,0.007290737241559802,1.188611943856139,69.47277578100928,False
2022,0.55,0.5,0.1,100000,"Washington, D.C.",0.0017358898194190005,0.007290737241559802,0.37587209966655816,22.65299291820041,False
2022,0.55,0.5,0.13,1000,"Washington, D.C.",0.0017358898194190005,0.009477958414027743,4.213569267300611,187.71733035323658,False
2022,0.55,0.5,0.13,10000,"Washington, D.C.",0.0017358898194190005,0.009477958414027743,1.3324475963556766,60.045204254231926,False
2022,0.55,0.5,0.13,100000,"Washington, D.C.",0.0017358898194190005,0.009477958414027743,0.4213569267300611,19.67173303532366,False
2022,0.55,1.0,0.05,1000,"Washington, D.C.",0.003471779638838001,0.007290737241559802,2.730647496904958,158.30534659272908,False
2022,0.55,1.0,0.05,10000,"Washington, D.C.",0.003471779638838001,0.007290737241559802,0.8635065577257253,50.74431833552313,False
2022,0.55,1.0,0.05,100000,"Washington, D.C.",0.003471779638838001,0.007290737241559802,0.27306474969049577,16.730534659272905,False
2022,0.55,1.0,0.1,1000,"Washington, D.C.",0.003471779638838001,0.014581474483119604,3.7587209966655815,109.26496459100206,False
2022,0.55,1.0,0.1,10000,"Washington, D.C.",0.003471779638838001,0.014581474483119604,1.188611943856139,35.23638789050464,False
2022,0.55,1.0,0.1,100000,"Washington, D.C.",0.003471779638838001,0.014581474483119604,0.37587209966655816,11.826496459100206,False
2022,0.55,1.0,0.13,1000,"Washington, D.C.",0.003471779638838001,0.018955916828055485,4.213569267300611,94.35866517661829,False
2022,0.55,1.0,0.13,10000,"Washington, D.C.",0.003471779638838001,0.018955916828055485,1.3324475963556766,30.522602127115963,False
2022,0.55,1.0,0.13,100000,"Washington, D.C.",0.003471779638838001,0.018955916828055485,0.4213569267300611,10.33586651766183,False
2022,0.55,3.0,0.05,1000,"Washington, D.C.",0.010415338916514003,0.021872211724679402,2.730647496904958,53.4351155309097,False
2022,0.55,3.0,0.05,10000,"Washington, D.C.",0.010415338916514003,0.021872211724679402,0.8635065577257253,17.58143944517438,False
2022,0.55,3.0,0.05,100000,"Washington, D.C.",0.010415338916514003,0.021872211724679402,0.27306474969049577,6.243511553090969,False
2022,0.55,3.0,0.1,1000,"Washington, D.C.",0.010415338916514003,0.043744423449358805,3.7587209966655815,37.08832153033402,False
2022,0.55,3.0,0.1,10000,"Washington, D.C.",0.010415338916514003,0.043744423449358805,1.188611943856139,12.412129296834879,False
2022,0.55,3.0,0.1,100000,"Washington, D.C.",0.010415338916514003,0.043744423449358805,0.37587209966655816,4.608832153033402,False
2022,0.55,3.0,0.13,1000,"Washington, D.C.",0.010415338916514003,0.05686775048416645,4.213569267300611,32.11955505887276,False
2022,0.55,3.0,0.13,10000,"Washington, D.C.",0.010415338916514003,0.05686775048416645,1.3324475963556766,10.84086737570532,False
2022,0.55,3.0,0.13,100000,"Washington, D.C.",0.010415338916514003,0.05686775048416645,0.4213569267300611,4.111955505887277,False
2022,0.55,5.0,0.05,1000,"Washington, D.C.",0.017358898194190005,0.036453686207799006,2.730647496904958,32.461069318545825,False
2022,0.55,5.0,0.05,10000,"Washington, D.C.",0.017358898194190005,0.036453686207799006,0.8635065577257253,10.948863667104627,False
2022,0.55,5.0,0.05,100000,"Washington, D.C.",0.017358898194190005,0.036453686207799006,0.27306474969049577,4.146106931854582,False
2022,0.55,5.0,0.1,1000,"Washington, D.C.",0.017358898194190005,0.07290737241559801,3.7587209966655815,22.652992918200415,False
