unit,timepoint,basis,n_doxy,k_doxy,n_control,k_control,p_control,arm_ratio,req_control_2.25,req_doxy_2.25,multiple_2.25,req_control_1.42,req_doxy_1.42,multiple_1.42
doxypep_us,month6,colonized_participants,51,11,29,3,0.10344827586206896,1.7586206896551724,105.13788753419145,184.8976642842677,3.62544439773074,724.4849358465067,1274.094197523167,24.98223916712092
doxypep_us,month6,all_participants_swabbed,192,11,75,3,0.04,2.56,279.3005227009492,715.00933811443,3.7240069693459894,1829.29136698413,4682.985899479373,24.3905515597884
doxypep_us,month12,colonized_participants,31,5,24,2,0.08333333333333333,1.2916666666666667,151.5575655948053,195.76185555995687,6.314898566450221,1037.54869074149,1340.1670588744246,43.23119544756208
doxypep_us,month12,all_participants_swabbed,111,5,51,2,0.0392156862745098,2.176470588235294,297.2329960989426,646.9188738624043,5.828097962724364,1952.4631765461786,4249.478678365212,38.2835916969839
